Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HPA,APA,HPG,APG,HCR,ACR,HP,AP,HSZA,HSZB,HSZC,ASZA,ASZB,ASZC,FTHG_P,FTAG_P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-04-10,Birmingham,Liverpool,1,1,D,0,0,D,M Atkinson,8,16,3,8,14,9,5,4,2,1,0,0,0,0,0,0,17,26,41.5,58.5,2,2,4,0,9,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-04-10,Everton,West Ham,2,2,D,1,0,H,H Webb,10,10,5,5,7,17,2,8,2,3,0,0,0,1,0,0,27,18,57.5,42.5,1,3,7,1,4,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-04-10,Fulham,Wigan,2,1,H,0,1,A,M Clattenburg,7,12,5,7,11,10,6,3,1,2,0,0,0,0,0,0,21,21,52.6,47.4,1,4,3,2,4,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-04-10,Hull,Burnley,1,4,A,1,1,D,M Atkinson,11,9,4,7,19,14,6,1,5,1,0,0,0,2,0,2,23,13,50.6,49.4,2,4,6,0,5,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-04-10,West Ham,Sunderland,1,0,H,0,0,D,M Jones,10,9,6,7,12,20,2,7,1,3,0,0,0,0,0,0,9,28,43.8,56.2,0,4,6,0,4,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-04-10,Blackburn,Man United,0,0,D,0,0,D,P Walton,8,13,7,6,14,12,1,7,1,2,0,0,0,0,0,0,5,31,33.6,66.4,0,4,4,0,6,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-04-10,Liverpool,Fulham,0,0,D,0,0,D,A Marriner,18,2,9,2,6,16,10,1,1,3,0,0,0,0,0,0,40,7,65.1,34.9,2,6,10,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-04-10,Man City,Birmingham,5,1,H,3,1,H,P Dowd,17,5,8,3,12,9,8,4,0,3,0,0,1,0,1,0,25,19,53,47,2,10,5,1,2,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-04-10,Wolves,Stoke,0,0,D,0,0,D,C Foy,10,9,8,1,7,4,7,6,0,0,0,0,0,0,0,0,30,26,58.4,41.6,1,6,4,1,5,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-04-10,Chelsea,Bolton,1,0,H,1,0,H,L Probert,18,7,8,2,13,22,5,2,1,4,0,0,0,0,0,0,23,19,61.8,38.2,2,9,8,1,2,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-04-10,Aston Villa,Everton,2,2,D,0,1,A,M Atkinson,10,13,7,10,11,9,7,6,2,2,0,0,0,0,0,0,37,23,55.1,44.9,0,7,3,2,5,7,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-04-10,Tottenham,Arsenal,2,1,H,1,0,H,M Clattenburg,13,19,10,11,13,10,4,6,3,1,0,0,0,0,0,0,14,27,34.1,65.9,0,6,7,1,12,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-04-10,Wigan,Portsmouth,0,0,D,0,0,D,M Dean,24,6,14,2,16,9,10,3,2,1,0,0,0,0,0,0,32,8,61.5,38.5,1,11,12,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-04-10,Birmingham,Hull,0,0,D,0,0,D,M Clattenburg,10,11,7,4,11,12,8,1,0,0,0,0,0,0,0,0,27,21,49.9,50.1,0,5,5,0,3,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-04-10,Blackburn,Everton,2,3,A,0,1,A,A Marriner,15,11,10,4,15,10,4,2,3,2,0,0,0,1,0,1,11,18,37.1,62.9,1,6,8,3,2,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-04-10,Fulham,Wolves,0,0,D,0,0,D,M Dean,11,5,4,1,9,11,5,9,1,0,0,0,0,0,0,0,24,23,56.7,43.3,0,7,4,1,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-04-10,Man City,Man United,0,1,A,0,0,D,M Atkinson,8,13,5,3,8,12,7,5,2,1,0,0,0,0,0,0,30,32,43.7,56.3,1,4,4,0,7,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-04-10,Stoke,Bolton,1,2,A,1,0,H,S Attwell,11,13,5,8,10,5,5,1,1,2,0,0,0,0,0,0,12,8,47.7,52.3,2,8,1,1,4,8,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-04-10,Sunderland,Burnley,2,1,H,2,0,H,H Webb,16,9,11,4,14,17,3,3,3,2,0,0,0,0,0,0,21,13,49.2,50.8,3,8,5,0,3,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-04-10,Tottenham,Chelsea,2,1,H,2,0,H,P Dowd,20,9,10,6,7,14,13,4,2,4,0,1,1,0,1,0,28,22,40.7,59.3,0,12,8,1,5,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-04-10,Portsmouth,Aston Villa,1,2,A,1,1,D,L Probert,16,12,12,9,5,10,7,6,0,0,0,0,0,1,0,0,16,47,42.7,57.3,1,8,8,3,6,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-04-10,Wigan,Arsenal,3,2,H,0,1,A,L Mason,16,11,11,8,15,13,8,3,2,1,0,0,0,0,0,0,17,8,49.9,50.1,2,4,10,0,7,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-04-10,Liverpool,West Ham,3,0,H,2,0,H,P Walton,17,6,8,2,8,12,9,2,0,2,0,0,0,0,0,0,29,16,65.2,34.8,2,8,7,0,2,4,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-04-10,Hull,Aston Villa,0,2,A,0,1,A,M Dean,14,11,10,5,8,7,11,9,2,2,0,0,0,1,0,1,25,17,49.9,50.1,0,7,7,0,6,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-04-10,Arsenal,Man City,0,0,D,0,0,D,M Dean,9,3,4,2,13,14,5,1,4,2,0,0,0,0,0,0,28,11,59.3,40.7,1,4,4,0,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-04-10,Bolton,Portsmouth,2,2,D,2,0,H,H Webb,14,13,10,6,16,13,12,5,1,1,0,0,0,0,0,0,40,17,54.2,45.8,5,5,4,1,8,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-04-10,Hull,Sunderland,0,1,A,0,1,A,L Probert,14,10,8,5,12,17,3,6,1,3,1,1,1,0,0,0,24,29,54.6,45.4,2,4,8,1,6,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-04-10,Man United,Tottenham,3,1,H,0,0,D,A Marriner,15,9,8,3,13,10,4,4,1,0,0,0,2,0,2,0,26,16,56.4,43.4,0,9,6,1,3,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-04-10,West Ham,Wigan,3,2,H,2,1,H,A Wiley,9,12,7,10,9,10,4,5,1,2,0,0,0,0,0,0,10,19,45.4,54.6,2,4,3,1,3,9,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-04-10,Wolves,Blackburn,1,1,D,0,1,A,M Clattenburg,14,12,5,8,9,8,4,4,0,1,0,0,0,0,0,0,33,21,59,41,2,7,5,1,8,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-04-10,Aston Villa,Birmingham,1,0,H,0,0,D,M Atkinson,10,16,6,14,12,16,7,5,1,4,0,0,1,0,1,0,22,13,50.8,49.2,0,7,3,1,8,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-04-10,Burnley,Liverpool,0,4,A,0,0,D,P Dowd,12,12,6,10,13,11,4,5,2,1,0,0,0,0,0,0,26,22,45.8,54.2,0,8,5,1,4,7,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-04-10,Chelsea,Stoke,7,0,H,3,0,H,S Bennett,29,3,18,2,14,12,7,0,0,3,0,0,1,0,1,0,28,16,70.3,29.7,6,15,8,0,2,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-04-10,Everton,Fulham,2,1,H,0,1,A,L Mason,15,8,9,6,7,12,9,3,0,1,0,0,1,0,1,0,40,14,55.3,44.7,3,8,4,0,3,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-05-10,Birmingham,Burnley,2,1,H,2,0,H,P Walton,13,12,4,7,11,10,6,8,2,1,0,0,0,0,0,0,23,28,52.9,47.1,4,6,4,0,6,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-05-10,Man City,Aston Villa,3,1,H,2,1,H,M Clattenburg,17,10,12,6,6,9,13,5,1,2,0,0,1,0,1,0,33,24,53.9,46.1,0,8,9,0,4,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-05-10,Portsmouth,Wolves,3,1,H,2,1,H,M Jones,12,18,8,11,10,13,7,9,0,1,0,0,0,0,0,0,21,36,44.3,55.7,0,6,6,3,10,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-05-10,Stoke,Everton,0,0,D,0,0,D,H Webb,12,11,6,9,10,10,6,5,0,0,0,0,0,0,0,0,14,18,45.6,54.4,0,6,6,0,4,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-05-10,Tottenham,Bolton,1,0,H,1,0,H,C Foy,25,11,12,7,11,10,11,7,0,3,0,0,0,0,0,0,32,23,55.1,44.9,1,8,16,0,4,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-05-10,Fulham,West Ham,3,2,H,1,0,H,A Marriner,5,7,3,5,10,14,9,3,0,0,0,0,0,0,0,0,25,17,49.2,50.8,1,1,3,0,4,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-05-10,Liverpool,Chelsea,0,2,A,0,1,A,A Wiley,7,15,2,11,7,7,9,5,1,2,0,0,0,0,0,0,28,17,56.2,43.8,0,1,6,2,5,8,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-05-10,Sunderland,Man United,0,1,A,0,1,A,S Bennett,10,14,2,9,10,9,9,4,3,2,0,0,0,0,0,0,35,25,48.3,51.7,0,5,6,2,9,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-05-10,Blackburn,Arsenal,2,1,H,1,1,D,M Atkinson,11,6,7,4,19,15,5,8,2,2,0,0,0,0,0,0,11,26,29.9,70.1,2,4,5,1,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-05-10,Wigan,Hull,2,2,D,1,1,D,P Dowd,13,6,7,3,11,14,8,1,2,0,0,0,0,0,0,0,25,15,63.6,36.4,2,4,7,1,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-05-10,Fulham,Stoke,0,1,A,0,0,D,P Walton,12,5,6,2,7,6,8,3,1,3,0,0,0,0,0,0,25,14,62.8,37.2,1,5,6,0,2,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-05-10,Man City,Tottenham,0,1,A,0,0,D,S Bennett,10,10,5,6,12,14,9,7,0,3,0,0,0,0,0,0,40,26,54.1,45.9,1,5,4,2,5,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-10,Arsenal,Fulham,4,0,H,3,0,H,M Jones,16,5,11,2,11,10,5,2,2,2,0,0,0,0,0,0,27,7,64.3,35.7,2,10,4,0,2,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-10,Aston Villa,Blackburn,0,1,A,0,0,D,S Bennett,16,9,12,3,14,12,11,5,2,1,0,0,0,0,0,0,31,10,65.1,34.9,3,6,7,1,5,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-10,Bolton,Birmingham,2,1,H,1,0,H,K Friend,14,10,8,5,14,17,3,6,2,5,0,0,0,1,0,0,30,23,41.5,58.5,1,6,7,2,6,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-10,Burnley,Tottenham,4,2,H,1,2,A,M Dean,16,16,12,11,9,8,5,6,0,0,0,0,0,0,0,0,21,29,50.2,49.8,0,9,7,1,8,7,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-10,Chelsea,Wigan,8,0,H,2,0,H,M Atkinson,17,4,10,3,14,9,2,3,2,2,0,1,2,0,2,0,22,10,53.1,46.9,2,11,4,0,0,4,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-10,Everton,Portsmouth,1,0,H,0,0,D,P Walton,21,10,13,4,12,11,14,1,0,0,0,0,0,0,0,0,43,6,63.3,36.7,0,12,9,0,3,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-10,Hull,Liverpool,0,0,D,0,0,D,A Marriner,11,19,6,7,15,11,2,6,1,0,0,0,0,0,0,0,20,19,40.4,59.6,1,4,6,1,9,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-10,Man United,Stoke,4,0,H,2,0,H,M Clattenburg,18,4,13,4,10,4,10,2,2,0,0,0,0,0,0,0,36,16,60.8,39.2,2,10,6,0,2,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-10,West Ham,Man City,1,1,D,1,1,D,H Webb,12,17,8,6,12,7,4,3,2,0,0,0,0,0,0,0,12,23,35.9,64.1,0,6,6,1,7,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-10,Wolves,Sunderland,2,1,H,1,1,D,L Mason,14,11,7,5,11,19,4,1,1,2,0,2,1,0,1,0,27,15,55.3,44.7,3,5,5,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-08-10,Aston Villa,West Ham,3,0,H,2,0,H,M Dean,23,12,11,2,15,15,16,7,1,2,0,0,0,0,0,0,48,21,56.8,43.2,4,14,5,0,6,6,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-08-10,Blackburn,Everton,1,0,H,1,0,H,P Dowd,7,17,2,12,19,14,1,3,2,1,0,0,0,0,0,0,11,33,30.4,69.6,0,5,2,0,8,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-08-10,Bolton,Fulham,0,0,D,0,0,D,S Attwell,13,12,9,7,12,13,4,8,1,3,0,0,0,0,0,0,29,30,46.5,53.5,0,4,9,1,4,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-08-10,Chelsea,West Brom,6,0,H,2,0,H,M Clattenburg,18,10,13,4,10,10,3,1,1,0,0,0,0,0,0,0,11,15,59.5,40.5,5,4,10,0,1,9,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-08-10,Sunderland,Birmingham,2,2,D,1,0,H,A Taylor,6,13,2,7,13,10,3,6,3,3,1,0,1,0,1,0,22,28,44.1,55.9,0,3,3,3,4,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-08-10,Tottenham,Man City,0,0,D,0,0,D,A Marriner,22,11,18,7,13,16,10,3,0,2,0,0,0,0,0,0,34,15,39.2,60.8,2,11,9,0,5,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-08-10,Wigan,Blackpool,0,4,A,0,3,A,M Halsey,11,9,6,7,8,11,6,4,1,1,0,0,0,0,0,0,31,13,56.4,43.6,0,6,5,4,4,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-08-10,Wolves,Stoke,2,1,H,2,0,H,L Probert,13,10,7,6,17,13,5,5,0,2,0,0,0,0,0,0,34,19,61.5,38.5,1,8,4,1,5,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-08-10,Liverpool,Arsenal,1,1,D,0,0,D,M Atkinson,7,14,4,7,13,15,9,11,1,3,1,1,0,0,0,0,21,39,36.7,63.3,0,4,3,2,5,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-08-10,Man United,Newcastle,3,0,H,2,0,H,C Foy,18,7,10,3,9,5,5,3,2,2,0,0,0,0,0,0,34,17,65.6,34.4,1,8,10,0,5,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-08-10,Arsenal,Blackpool,6,0,H,3,0,H,M Jones,26,3,16,1,9,3,8,2,0,0,0,1,1,0,1,0,23,14,53.3,46.7,1,15,10,1,1,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-08-10,Birmingham,Blackburn,2,1,H,0,0,D,M Oliver,10,7,7,2,13,14,4,12,2,3,0,0,0,1,0,0,21,34,56,44,2,2,6,2,4,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-08-10,Everton,Wolves,1,1,D,1,0,H,L Mason,14,9,6,4,18,15,3,3,1,2,0,0,0,0,0,0,29,11,59.3,40.7,0,9,5,1,4,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-08-10,Stoke,Tottenham,1,2,A,1,2,A,C Foy,15,7,10,6,15,4,6,2,3,1,0,0,0,0,0,0,30,11,41.7,58.3,2,8,5,2,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-08-10,West Brom,Sunderland,1,0,H,0,0,D,K Friend,11,10,5,4,16,12,4,6,2,2,0,0,0,0,0,0,24,26,54.7,45.3,0,5,6,0,4,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-08-10,West Ham,Bolton,1,3,A,0,0,D,A Marriner,17,12,10,8,11,18,8,5,2,4,0,0,2,0,1,0,21,15,50.2,49.8,0,11,6,0,7,5,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-08-10,Wigan,Chelsea,0,6,A,0,1,A,M Dean,17,10,12,8,12,7,0,0,1,2,0,0,0,0,0,0,17,12,51.2,48.8,0,7,10,2,6,2,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-08-10,Fulham,Man United,2,2,D,0,1,A,P Walton,16,14,8,7,7,6,5,11,2,2,0,0,0,1,0,0,34,40,42.8,57.2,0,8,8,0,10,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-08-10,Newcastle,Aston Villa,6,0,H,3,0,H,M Atkinson,20,3,14,1,15,12,10,2,3,1,0,0,0,1,0,0,32,12,50.1,49.9,4,11,6,1,1,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-08-10,Man City,Liverpool,3,0,H,1,0,H,P Dowd,8,13,3,7,13,12,5,4,1,1,0,0,1,0,1,0,14,17,54.4,45.6,1,5,3,0,5,8,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-08-10,Blackburn,Arsenal,1,2,A,1,1,D,C Foy,15,14,7,9,9,7,4,8,1,0,0,0,0,0,0,0,19,19,35.3,64.7,1,9,5,0,10,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-08-10,Blackpool,Fulham,2,2,D,0,1,A,M Oliver,14,12,5,7,13,16,4,5,1,0,0,0,0,0,0,0,24,15,54,46,0,7,7,2,3,7,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-08-10,Chelsea,Stoke,2,0,H,1,0,H,M Atkinson,15,9,6,3,5,10,6,1,0,2,0,0,2,0,1,0,21,12,73,27,0,8,7,0,6,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-08-10,Man United,West Ham,3,0,H,1,0,H,M Clattenburg,18,7,11,2,6,11,9,3,1,2,0,0,1,0,1,0,30,21,60.3,39.7,2,8,9,0,3,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-08-10,Tottenham,Wigan,0,1,A,0,0,D,P Dowd,12,13,7,5,10,11,16,7,3,2,0,0,0,0,0,0,46,11,63.4,36.6,0,6,6,2,4,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-08-10,Wolves,Newcastle,1,1,D,1,0,H,S Attwell,5,11,2,6,20,17,5,3,7,4,0,0,0,0,0,0,16,27,44.9,55.1,1,3,2,0,7,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-08-10,Aston Villa,Everton,1,0,H,1,0,H,M Jones,12,15,6,9,19,10,4,16,4,0,0,0,0,0,0,0,15,42,31.7,68.3,0,6,6,1,5,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-08-10,Bolton,Birmingham,2,2,D,0,1,A,K Friend,11,9,8,5,19,17,6,1,2,3,1,0,1,0,1,0,22,16,50.8,49.2,1,4,6,2,5,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-08-10,Liverpool,West Brom,1,0,H,0,0,D,L Probert,11,14,7,5,9,8,7,6,0,0,0,1,0,0,0,0,21,23,51,49,1,3,7,0,8,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-08-10,Sunderland,Man City,1,0,H,0,0,D,M Dean,12,9,4,7,5,9,3,7,0,3,0,0,1,0,1,0,30,17,41.7,58.3,0,5,7,1,5,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-09-10,Arsenal,Bolton,4,1,H,1,1,D,S Attwell,23,7,14,6,11,11,9,6,2,2,0,1,0,0,0,0,16,16,64.3,35.7,4,15,4,2,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-09-10,Everton,Man United,3,3,D,1,1,D,M Atkinson,23,13,14,8,11,18,7,5,1,1,0,0,0,0,0,0,32,19,52.3,47.7,0,14,9,1,8,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-09-10,Fulham,Wolves,2,1,H,0,1,A,P Dowd,13,4,6,2,9,17,6,6,3,6,0,1,0,0,0,0,18,19,61.3,38.7,1,3,9,2,2,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-09-10,Man City,Blackburn,1,1,D,0,1,A,M Clattenburg,20,4,14,2,12,10,14,2,2,1,0,0,0,0,0,0,34,11,64.9,35.1,3,12,5,0,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-09-10,Newcastle,Blackpool,0,2,A,0,1,A,L Mason,16,7,13,4,15,14,3,2,2,3,0,0,0,1,0,1,40,17,56.5,43.5,1,11,4,0,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-09-10,West Brom,Tottenham,1,1,D,1,1,D,H Webb,15,16,8,9,12,9,9,4,2,1,0,0,0,0,0,0,28,15,40.3,59.7,3,8,5,1,6,9,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-09-10,West Ham,Chelsea,1,3,A,0,2,A,C Foy,13,17,7,9,13,10,1,5,2,2,0,0,0,0,0,0,23,15,42.6,57.4,1,4,8,2,7,7,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-09-10,Wigan,Sunderland,1,1,D,0,0,D,A Marriner,17,4,4,2,19,11,5,1,4,2,0,1,0,0,0,0,27,10,64,36,1,4,12,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-09-10,Birmingham,Liverpool,0,0,D,0,0,D,M Halsey,15,14,3,8,8,9,4,3,1,0,0,0,0,0,0,0,23,26,43.8,56.2,1,6,8,0,7,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-09-10,Stoke,Aston Villa,2,1,H,0,1,A,L Probert,20,10,12,6,11,14,8,7,1,2,0,0,0,0,0,0,26,20,43.3,56.7,5,7,9,1,6,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-09-10,Aston Villa,Bolton,1,1,D,1,1,D,M Dean,13,13,6,7,15,8,8,4,1,2,0,0,0,0,0,0,29,22,56.7,43.3,0,6,7,0,7,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-09-10,Blackburn,Fulham,1,1,D,1,0,H,A Taylor,9,9,5,4,15,10,3,3,0,1,0,0,0,0,0,0,25,29,38.9,61.1,0,3,6,0,5,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-09-10,Everton,Newcastle,0,1,A,0,1,A,A Marriner,6,9,3,4,15,21,3,6,2,3,0,0,0,0,0,0,27,26,51.7,48.3,0,5,1,0,2,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-09-10,Stoke,West Ham,1,1,D,0,1,A,L Mason,9,13,3,6,14,8,6,3,3,2,0,0,0,0,0,0,24,12,42.5,57.5,2,4,3,2,1,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-09-10,Sunderland,Arsenal,1,1,D,0,1,A,P Dowd,16,16,5,7,11,13,11,3,2,2,0,1,0,1,0,0,46,14,53.5,46.5,1,8,7,1,6,9,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-09-10,Tottenham,Wolves,3,1,H,0,1,A,M Jones,20,5,11,2,7,11,5,4,3,3,0,0,1,0,1,0,30,22,57.7,42.3,0,12,8,1,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-09-10,West Brom,Birmingham,3,1,H,0,1,A,C Foy,16,6,10,3,11,8,5,0,1,1,0,0,0,0,0,0,22,9,51.4,48.6,3,6,7,1,0,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-09-10,Chelsea,Blackpool,4,0,H,4,0,H,M Clattenburg,27,11,15,4,7,4,9,6,1,2,0,0,0,0,0,0,29,22,56.5,43.5,5,12,10,0,6,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-09-10,Man United,Liverpool,3,2,H,1,0,H,H Webb,16,7,7,1,15,10,6,1,4,1,0,0,0,1,0,1,43,11,49.5,50.5,1,10,5,0,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-09-10,Wigan,Man City,0,2,A,0,1,A,L Probert,9,11,3,5,10,14,3,1,1,2,0,0,0,0,0,0,16,8,46,54,0,3,6,1,4,6,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
